http://www.healthgrades.com/physician/dr-john-schultz-2324x,,"events=event10,event15,event13,prodView",server=hg classic,ch=profile,pageName=profile: provider: about,c48=,c49=,c5=5,c6=physician,c8=22,v19=direct,c28=2324x,c25=itmd,c13=,c42=hcahl1,c14=,v37=hcahl1
http://www.healthgrades.com/physician/dr-john-schultz-2324x/appointment,,"events=event24,event15,event13,prodView",server=hg classic,ch=profile,pageName=profile: provider: appointment,c48=,c49=,c5=5,c6=physician,c8=22,v19=direct,c28=2324x,c25=itmd,c13=,c42=hcahl1,c14=,v37=hcahl1
